"Time (s)  קפיץ 1 עגלה עם משקולת","Position (m)  קפיץ 1 עגלה עם משקולת","Velocity (m/s)  קפיץ 1 עגלה עם משקולת","Acceleration (m/s²)  קפיץ 1 עגלה עם משקולת","Force (N)  קפיץ 1 עגלה עם משקולת","Time (s) קפיץ 1 ללא משקולת","Position (m) קפיץ 1 ללא משקולת","Velocity (m/s) קפיץ 1 ללא משקולת","Acceleration (m/s²) קפיץ 1 ללא משקולת","Force (N) קפיץ 1 ללא משקולת","Time (s) קפיץ 2 עגלה ללא משקולת","Position (m) קפיץ 2 עגלה ללא משקולת","Velocity (m/s) קפיץ 2 עגלה ללא משקולת","Acceleration (m/s²) קפיץ 2 עגלה ללא משקולת","Force (N) קפיץ 2 עגלה ללא משקולת","Time (s) פלסטלינה ללא משקולת","Position (m) פלסטלינה ללא משקולת","Velocity (m/s) פלסטלינה ללא משקולת","Acceleration (m/s²) פלסטלינה ללא משקולת","Force (N) פלסטלינה ללא משקולת"
4.420,0.20,0.09,-0.11,0.0,4.420,0.30,0.11,-0.13,0.0,4.420,0.23,0.09,-0.10,0.0,4.420,0.23,0.09,0.01,0.0
4.422,,,,0.0,4.422,,,,0.0,4.422,,,,0.0,4.422,,,,0.0
4.424,,,,0.0,4.424,,,,0.0,4.424,,,,0.0,4.424,,,,0.0
4.426,,,,0.0,4.426,,,,0.0,4.426,,,,0.0,4.426,,,,0.0
4.428,,,,0.0,4.428,,,,0.0,4.428,,,,0.0,4.428,,,,0.0
4.430,0.20,0.09,-0.02,0.0,4.430,0.30,0.11,0.04,0.0,4.430,0.23,0.09,-0.07,0.0,4.430,0.23,0.09,-0.04,0.0
4.432,,,,0.0,4.432,,,,0.0,4.432,,,,0.0,4.432,,,,0.0
4.434,,,,0.0,4.434,,,,0.0,4.434,,,,0.0,4.434,,,,0.0
4.436,,,,0.0,4.436,,,,0.0,4.436,,,,0.0,4.436,,,,0.0
4.438,,,,0.0,4.438,,,,0.0,4.438,,,,0.0,4.438,,,,0.0
4.440,0.20,0.09,0.10,0.0,4.440,0.30,0.11,0.10,0.0,4.440,0.23,0.09,0.04,0.0,4.440,0.24,0.09,-0.10,0.0
4.442,,,,0.0,4.442,,,,0.0,4.442,,,,0.0,4.442,,,,0.0
4.444,,,,0.0,4.444,,,,0.0,4.444,,,,0.0,4.444,,,,0.0
4.446,,,,0.0,4.446,,,,0.0,4.446,,,,0.0,4.446,,,,0.0
4.448,,,,0.0,4.448,,,,0.0,4.448,,,,0.0,4.448,,,,0.0
4.450,0.20,0.09,0.06,0.0,4.450,0.30,0.11,0.10,0.0,4.450,0.24,0.09,0.10,0.0,4.450,0.24,0.09,-0.11,0.0
4.452,,,,0.0,4.452,,,,0.0,4.452,,,,0.0,4.452,,,,0.0
4.454,,,,0.0,4.454,,,,0.0,4.454,,,,0.0,4.454,,,,0.0
4.456,,,,0.0,4.456,,,,0.0,4.456,,,,0.0,4.456,,,,0.0
4.458,,,,0.0,4.458,,,,0.0,4.458,,,,0.0,4.458,,,,0.0
4.460,0.21,0.10,-0.04,0.0,4.460,0.31,0.11,0.10,0.0,4.460,0.24,0.10,0.10,0.0,4.460,0.24,0.09,-0.03,0.0
4.462,,,,0.0,4.462,,,,0.0,4.462,,,,0.0,4.462,,,,0.0
4.464,,,,0.0,4.464,,,,0.0,4.464,,,,0.0,4.464,,,,0.0
4.466,,,,0.0,4.466,,,,0.0,4.466,,,,0.0,4.466,,,,0.0
4.468,,,,0.0,4.468,,,,0.0,4.468,,,,0.0,4.468,,,,0.0
4.470,0.21,0.09,-0.11,0.0,4.470,0.31,0.11,0.12,0.0,4.470,0.24,0.10,0.06,0.0,4.470,0.24,0.09,0.13,0.0
4.472,,,,0.0,4.472,,,,0.0,4.472,,,,0.0,4.472,,,,0.0
4.474,,,,0.0,4.474,,,,0.0,4.474,,,,0.0,4.474,,,,0.0
4.476,,,,0.0,4.476,,,,0.0,4.476,,,,0.0,4.476,,,,0.0
4.478,,,,0.0,4.478,,,,0.0,4.478,,,,0.0,4.478,,,,0.0
4.480,0.21,0.09,-0.02,0.0,4.480,0.31,0.11,0.02,0.0,4.480,0.24,0.10,-2.57E-14,0.0,4.480,0.24,0.09,0.21,0.0
4.482,,,,0.0,4.482,,,,0.0,4.482,,,,0.0,4.482,,,,0.0
4.484,,,,0.0,4.484,,,,0.0,4.484,,,,0.0,4.484,,,,0.0
4.486,,,,0.0,4.486,,,,0.0,4.486,,,,0.0,4.486,,,,0.0
4.488,,,,0.0,4.488,,,,0.0,4.488,,,,0.0,4.488,,,,0.0
4.490,0.21,0.09,0.10,0.0,4.490,0.31,0.12,-0.10,0.0,4.490,0.24,0.10,2.57E-14,0.0,4.490,0.24,0.09,0.12,0.0
4.492,,,,0.0,4.492,,,,0.0,4.492,,,,0.0,4.492,,,,0.0
4.494,,,,0.0,4.494,,,,0.0,4.494,,,,0.0,4.494,,,,0.0
4.496,,,,0.0,4.496,,,,0.0,4.496,,,,0.0,4.496,,,,0.0
4.498,,,,0.0,4.498,,,,0.0,4.498,,,,0.0,4.498,,,,0.0
4.500,0.21,0.09,0.10,0.0,4.500,0.31,0.11,-0.11,0.0,4.500,0.24,0.10,-0.01,0.0,4.500,0.24,0.09,-0.05,0.0
4.502,,,,0.0,4.502,,,,0.0,4.502,,,,0.0,4.502,,,,0.0
4.504,,,,0.0,4.504,,,,0.0,4.504,,,,0.0,4.504,,,,0.0
4.506,,,,0.0,4.506,,,,0.0,4.506,,,,0.0,4.506,,,,0.0
4.508,,,,0.0,4.508,,,,0.0,4.508,,,,0.0,4.508,,,,0.0
4.510,0.21,0.09,0.06,0.0,4.510,0.31,0.11,-0.06,0.0,4.510,0.24,0.10,0.04,0.0,4.510,0.24,0.09,-0.07,0.0
4.512,,,,0.0,4.512,,,,0.0,4.512,,,,0.0,4.512,,,,0.0
4.514,,,,0.0,4.514,,,,0.0,4.514,,,,0.0,4.514,,,,0.0
4.516,,,,0.0,4.516,,,,0.0,4.516,,,,0.0,4.516,,,,0.0
4.518,,,,0.0,4.518,,,,0.0,4.518,,,,0.0,4.518,,,,0.0
4.520,0.21,0.09,-2.09E-13,0.0,4.520,0.31,0.11,-2.59E-13,0.0,4.520,0.24,0.10,0.10,0.0,4.520,0.24,0.09,0.04,0.0
4.522,,,,0.0,4.522,,,,0.0,4.522,,,,0.0,4.522,,,,0.0
4.524,,,,0.0,4.524,,,,0.0,4.524,,,,0.0,4.524,,,,0.0
4.526,,,,0.0,4.526,,,,0.0,4.526,,,,0.0,4.526,,,,0.0
4.528,,,,0.0,4.528,,,,0.0,4.528,,,,0.0,4.528,,,,0.0
4.530,0.21,0.09,-2.22E-14,0.0,4.530,0.31,0.11,-0.01,0.0,4.530,0.24,0.10,0.07,0.0,4.530,0.24,0.09,0.10,0.0
4.532,,,,0.0,4.532,,,,0.0,4.532,,,,0.0,4.532,,,,0.0
4.534,,,,0.0,4.534,,,,0.0,4.534,,,,0.0,4.534,,,,0.0
4.536,,,,0.0,4.536,,,,0.0,4.536,,,,0.0,4.536,,,,0.0
4.538,,,,0.0,4.538,,,,0.0,4.538,,,,0.0,4.538,,,,0.0
4.540,0.21,0.09,-0.01,0.0,4.540,0.31,0.11,0.04,0.0,4.540,0.24,0.10,-0.05,0.0,4.540,0.24,0.09,0.05,0.0
4.542,,,,0.0,4.542,,,,0.0,4.542,,,,0.0,4.542,,,,0.0
4.544,,,,0.0,4.544,,,,0.0,4.544,,,,0.0,4.544,,,,0.0
4.546,,,,0.0,4.546,,,,0.0,4.546,,,,0.0,4.546,,,,0.0
4.548,,,,0.0,4.548,,,,0.0,4.548,,,,0.0,4.548,,,,0.0
4.550,0.21,0.09,0.04,0.0,4.550,0.32,0.11,0.11,0.0,4.550,0.25,0.10,-0.08,0.0,4.550,0.24,0.09,0.04,0.0
4.552,,,,0.0,4.552,,,,0.0,4.552,,,,0.0,4.552,,,,0.0
4.554,,,,0.0,4.554,,,,0.0,4.554,,,,0.0,4.554,,,,0.0
4.556,,,,0.0,4.556,,,,0.0,4.556,,,,0.0,4.556,,,,0.0
4.558,,,,0.0,4.558,,,,0.0,4.558,,,,0.0,4.558,,,,0.0
4.560,0.21,0.09,0.10,0.0,4.560,0.32,0.11,0.07,0.0,4.560,0.25,0.10,0.09,0.0,4.560,0.25,0.09,0.10,0.0
4.562,,,,0.0,4.562,,,,0.0,4.562,,,,0.0,4.562,,,,0.0
4.564,,,,0.0,4.564,,,,0.0,4.564,,,,0.0,4.564,,,,0.0
4.566,,,,0.0,4.566,,,,0.0,4.566,,,,0.0,4.566,,,,0.0
4.568,,,,0.0,4.568,,,,0.0,4.568,,,,0.0,4.568,,,,0.0
4.570,0.22,0.10,0.11,0.0,4.570,0.32,0.12,-0.04,0.0,4.570,0.25,0.10,0.17,0.0,4.570,0.25,0.09,0.10,0.0
4.572,,,,0.0,4.572,,,,0.0,4.572,,,,0.0,4.572,,,,0.0
4.574,,,,0.0,4.574,,,,0.0,4.574,,,,0.0,4.574,,,,0.0
4.576,,,,0.0,4.576,,,,0.0,4.576,,,,0.0,4.576,,,,0.0
4.578,,,,0.0,4.578,,,,0.0,4.578,,,,0.0,4.578,,,,0.0
4.580,0.22,0.10,0.02,0.0,4.580,0.32,0.11,-0.10,0.0,4.580,0.25,0.10,0.03,0.0,4.580,0.25,0.09,0.06,0.0
4.582,,,,0.0,4.582,,,,0.0,4.582,,,,0.0,4.582,,,,0.0
4.584,,,,0.0,4.584,,,,0.0,4.584,,,,0.0,4.584,,,,0.0
4.586,,,,0.0,4.586,,,,0.0,4.586,,,,0.0,4.586,,,,0.0
4.588,,,,0.0,4.588,,,,0.0,4.588,,,,0.0,4.588,,,,0.0
4.590,0.22,0.10,-0.10,0.0,4.590,0.32,0.11,-0.14,0.0,4.590,0.25,0.10,-0.15,0.0,4.590,0.25,0.09,0.00,0.0
4.592,,,,0.0,4.592,,,,0.0,4.592,,,,0.0,4.592,,,,0.0
4.594,,,,0.0,4.594,,,,0.0,4.594,,,,0.0,4.594,,,,0.0
4.596,,,,0.0,4.596,,,,0.0,4.596,,,,0.0,4.596,,,,0.0
4.598,,,,0.0,4.598,,,,0.0,4.598,,,,0.0,4.598,,,,0.0
4.600,0.22,0.09,-0.07,0.0,4.600,0.32,0.11,0.05,0.0,4.600,0.25,0.10,-0.12,0.0,4.600,0.25,0.09,1.28E-13,0.0
4.602,,,,0.0,4.602,,,,0.0,4.602,,,,0.0,4.602,,,,0.0
4.604,,,,0.0,4.604,,,,0.0,4.604,,,,0.0,4.604,,,,0.0
4.606,,,,0.0,4.606,,,,0.0,4.606,,,,0.0,4.606,,,,0.0
4.608,,,,0.0,4.608,,,,0.0,4.608,,,,0.0,4.608,,,,0.0
4.610,0.22,0.09,0.08,0.0,4.610,0.32,0.11,0.32,0.0,4.610,0.25,0.10,0.05,0.0,4.610,0.25,0.09,1.50E-13,0.0
4.612,,,,0.0,4.612,,,,0.0,4.612,,,,0.0,4.612,,,,0.0
4.614,,,,0.0,4.614,,,,0.0,4.614,,,,0.0,4.614,,,,0.0
4.616,,,,0.0,4.616,,,,0.0,4.616,,,,0.0,4.616,,,,0.0
4.618,,,,0.0,4.618,,,,0.0,4.618,,,,0.0,4.618,,,,0.0
4.620,0.22,0.10,0.21,0.0,4.620,0.32,0.12,0.17,0.0,4.620,0.25,0.10,0.07,0.0,4.620,0.25,0.09,-2.36E-14,0.0
4.622,,,,0.0,4.622,,,,0.0,4.622,,,,0.0,4.622,,,,0.0
4.624,,,,0.0,4.624,,,,0.0,4.624,,,,0.0,4.624,,,,0.0
4.626,,,,0.0,4.626,,,,0.0,4.626,,,,0.0,4.626,,,,0.0
4.628,,,,0.0,4.628,,,,0.0,4.628,,,,0.0,4.628,,,,0.0
4.630,0.22,0.10,0.12,0.0,4.630,0.32,0.12,-2.37E-4,0.0,4.630,0.25,0.10,-0.04,0.0,4.630,0.25,0.09,-0.01,0.0
4.632,,,,0.0,4.632,,,,0.0,4.632,,,,0.0,4.632,,,,0.0
4.634,,,,0.0,4.634,,,,0.0,4.634,,,,0.0,4.634,,,,0.0
4.636,,,,0.0,4.636,,,,0.0,4.636,,,,0.0,4.636,,,,0.0
4.638,,,,0.0,4.638,,,,0.0,4.638,,,,0.0,4.638,,,,0.0
4.640,0.22,0.10,-0.05,0.0,4.640,0.33,0.11,0.01,0.0,4.640,0.25,0.10,-0.10,0.0,4.640,0.25,0.09,0.04,0.0
4.642,,,,0.0,4.642,,,,0.0,4.642,,,,0.0,4.642,,,,0.0
4.644,,,,0.0,4.644,,,,0.0,4.644,,,,0.0,4.644,,,,0.0
4.646,,,,0.0,4.646,,,,0.0,4.646,,,,0.0,4.646,,,,0.0
4.648,,,,0.0,4.648,,,,0.0,4.648,,,,0.0,4.648,,,,0.0
4.650,0.22,0.10,-0.07,0.0,4.650,0.33,0.12,-0.03,0.0,4.650,0.25,0.10,-0.06,0.0,4.650,0.25,0.09,0.10,0.0
4.652,,,,0.0,4.652,,,,0.0,4.652,,,,0.0,4.652,,,,0.0
4.654,,,,0.0,4.654,,,,0.0,4.654,,,,0.0,4.654,,,,0.0
4.656,,,,0.0,4.656,,,,0.0,4.656,,,,0.0,4.656,,,,0.0
4.658,,,,0.0,4.658,,,,0.0,4.658,,,,0.0,4.658,,,,0.0
4.660,0.22,0.10,0.08,0.0,4.660,0.33,0.12,-0.14,0.0,4.660,0.26,0.10,-0.01,0.0,4.660,0.26,0.10,0.11,0.0
4.662,,,,0.0,4.662,,,,0.0,4.662,,,,0.0,4.662,,,,0.0
4.664,,,,0.0,4.664,,,,0.0,4.664,,,,0.0,4.664,,,,0.0
4.666,,,,0.0,4.666,,,,0.0,4.666,,,,0.0,4.666,,,,0.0
4.668,,,,0.0,4.668,,,,0.0,4.668,,,,0.0,4.668,,,,0.0
4.670,0.23,0.10,0.20,0.0,4.670,0.33,0.10,-0.17,0.0,4.670,0.26,0.10,0.04,0.0,4.670,0.26,0.10,0.02,0.0
4.672,,,,0.0,4.672,,,,0.0,4.672,,,,0.0,4.672,,,,0.0
4.674,,,,0.0,4.674,,,,0.0,4.674,,,,0.0,4.674,,,,0.0
4.676,,,,0.0,4.676,,,,0.0,4.676,,,,0.0,4.676,,,,0.0
4.678,,,,0.0,4.678,,,,0.0,4.678,,,,0.0,4.678,,,,0.0
4.680,0.23,0.10,0.16,0.0,4.680,0.33,0.11,1.93E-4,0.0,4.680,0.26,0.10,0.10,0.0,4.680,0.26,0.10,-0.10,0.0
4.682,,,,0.0,4.682,,,,0.0,4.682,,,,0.0,4.682,,,,0.0
4.684,,,,0.0,4.684,,,,0.0,4.684,,,,0.0,4.684,,,,0.0
4.686,,,,0.0,4.686,,,,0.0,4.686,,,,0.0,4.686,,,,0.0
4.688,,,,0.0,4.688,,,,0.0,4.688,,,,0.0,4.688,,,,0.0
4.690,0.23,0.10,0.07,0.0,4.690,0.33,0.12,0.02,0.0,4.690,0.26,0.10,0.07,0.0,4.690,0.26,0.09,-0.10,0.0
4.692,,,,0.0,4.692,,,,0.0,4.692,,,,0.0,4.692,,,,0.0
4.694,,,,0.0,4.694,,,,0.0,4.694,,,,0.0,4.694,,,,0.0
4.696,,,,0.0,4.696,,,,0.0,4.696,,,,0.0,4.696,,,,0.0
4.698,,,,0.0,4.698,,,,0.0,4.698,,,,0.0,4.698,,,,0.0
4.700,0.23,0.10,-0.03,0.0,4.700,0.33,0.11,-0.13,0.0,4.700,0.26,0.10,-0.04,0.0,4.700,0.26,0.09,-0.06,0.0
4.702,,,,0.0,4.702,,,,0.0,4.702,,,,0.0,4.702,,,,0.0
4.704,,,,0.0,4.704,,,,0.0,4.704,,,,0.0,4.704,,,,0.0
4.706,,,,0.0,4.706,,,,0.0,4.706,,,,0.0,4.706,,,,0.0
4.708,,,,0.0,4.708,,,,0.0,4.708,,,,0.0,4.708,,,,0.0
4.710,0.23,0.10,-0.13,0.0,4.710,0.33,0.11,0.03,0.0,4.710,0.26,0.10,-0.10,0.0,4.710,0.26,0.09,-2.32E-13,0.0
4.712,,,,0.0,4.712,,,,0.0,4.712,,,,0.0,4.712,,,,0.0
4.714,,,,0.0,4.714,,,,0.0,4.714,,,,0.0,4.714,,,,0.0
4.716,,,,0.0,4.716,,,,0.0,4.716,,,,0.0,4.716,,,,0.0
4.718,,,,0.0,4.718,,,,0.0,4.718,,,,0.0,4.718,,,,0.0
4.720,0.23,0.10,-0.21,0.0,4.720,0.33,0.11,0.16,0.0,4.720,0.26,0.10,-0.05,0.0,4.720,0.26,0.09,-0.01,0.0
4.722,,,,0.0,4.722,,,,0.0,4.722,,,,0.0,4.722,,,,0.0
4.724,,,,0.0,4.724,,,,0.0,4.724,,,,0.0,4.724,,,,0.0
4.726,,,,0.0,4.726,,,,0.0,4.726,,,,0.0,4.726,,,,0.0
4.728,,,,0.0,4.728,,,,0.0,4.728,,,,0.0,4.728,,,,0.0
4.730,0.23,0.10,-0.13,0.0,4.730,0.34,0.11,0.05,0.0,4.730,0.26,0.10,-0.04,0.0,4.730,0.26,0.09,0.04,0.0
4.732,,,,0.0,4.732,,,,0.0,4.732,,,,0.0,4.732,,,,0.0
4.734,,,,0.0,4.734,,,,0.0,4.734,,,,0.0,4.734,,,,0.0
4.736,,,,0.0,4.736,,,,0.0,4.736,,,,0.0,4.736,,,,0.0
4.738,,,,0.0,4.738,,,,0.0,4.738,,,,0.0,4.738,,,,0.0
4.740,0.23,0.10,0.08,0.0,4.740,0.34,0.11,0.05,0.0,4.740,0.26,0.10,-0.10,0.0,4.740,0.26,0.09,0.10,0.0
4.742,,,,0.0,4.742,,,,0.0,4.742,,,,0.0,4.742,,,,0.0
4.744,,,,0.0,4.744,,,,0.0,4.744,,,,0.0,4.744,,,,0.0
4.746,,,,0.0,4.746,,,,0.0,4.746,,,,0.0,4.746,,,,0.0
4.748,,,,0.0,4.748,,,,0.0,4.748,,,,0.0,4.748,,,,0.0
4.750,0.23,0.10,0.20,0.0,4.750,0.34,0.11,0.06,0.0,4.750,0.26,0.09,-0.07,0.0,4.750,0.26,0.10,0.11,0.0
4.752,,,,0.0,4.752,,,,0.0,4.752,,,,0.0,4.752,,,,0.0
4.754,,,,0.0,4.754,,,,0.0,4.754,,,,0.0,4.754,,,,0.0
4.756,,,,0.0,4.756,,,,0.0,4.756,,,,0.0,4.756,,,,0.0
4.758,,,,0.0,4.758,,,,0.0,4.758,,,,0.0,4.758,,,,0.0
4.760,0.23,0.10,0.16,0.0,4.760,0.34,0.12,-0.02,0.0,4.760,0.27,0.09,0.04,0.0,4.760,0.26,0.10,0.02,0.0
4.762,,,,0.0,4.762,,,,0.0,4.762,,,,0.0,4.762,,,,0.0
4.764,,,,0.0,4.764,,,,0.0,4.764,,,,0.0,4.764,,,,0.0
4.766,,,,0.0,4.766,,,,0.0,4.766,,,,0.0,4.766,,,,0.0
4.768,,,,0.0,4.768,,,,0.0,4.768,,,,0.0,4.768,,,,0.0
4.770,0.24,0.10,0.06,0.0,4.770,0.34,0.11,0.07,0.0,4.770,0.27,0.10,0.10,0.0,4.770,0.27,0.10,-0.10,0.0
4.772,,,,0.0,4.772,,,,0.0,4.772,,,,0.0,4.772,,,,0.0
4.774,,,,0.0,4.774,,,,0.0,4.774,,,,0.0,4.774,,,,0.0
4.776,,,,0.0,4.776,,,,0.0,4.776,,,,0.0,4.776,,,,0.0
4.778,,,,0.0,4.778,,,,0.0,4.778,,,,0.0,4.778,,,,0.0
4.780,0.24,0.10,-3.05E-14,0.0,4.780,0.34,0.11,0.21,0.0,4.780,0.27,0.10,0.05,0.0,4.780,0.27,0.09,-0.10,0.0
4.782,,,,0.0,4.782,,,,0.0,4.782,,,,0.0,4.782,,,,0.0
4.784,,,,0.0,4.784,,,,0.0,4.784,,,,0.0,4.784,,,,0.0
4.786,,,,0.0,4.786,,,,0.0,4.786,,,,0.0,4.786,,,,0.0
4.788,,,,0.0,4.788,,,,0.0,4.788,,,,0.0,4.788,,,,0.0
4.790,0.24,0.10,9.99E-14,0.0,4.790,0.34,0.12,0.11,0.0,4.790,0.27,0.10,0.04,0.0,4.790,0.27,0.09,-0.06,0.0
4.792,,,,0.0,4.792,,,,0.0,4.792,,,,0.0,4.792,,,,0.0
4.794,,,,0.0,4.794,,,,0.0,4.794,,,,0.0,4.794,,,,0.0
4.796,,,,0.0,4.796,,,,0.0,4.796,,,,0.0,4.796,,,,0.0
4.798,,,,0.0,4.798,,,,0.0,4.798,,,,0.0,4.798,,,,0.0
4.800,0.24,0.10,0.01,0.0,4.800,0.34,0.12,0.03,0.0,4.800,0.27,0.10,0.11,0.0,4.800,0.27,0.09,-1.03E-13,0.0
4.802,,,,0.0,4.802,,,,0.0,4.802,,,,0.0,4.802,,,,0.0
4.804,,,,0.0,4.804,,,,0.0,4.804,,,,0.0,4.804,,,,0.0
4.806,,,,0.0,4.806,,,,0.0,4.806,,,,0.0,4.806,,,,0.0
4.808,,,,0.0,4.808,,,,0.0,4.808,,,,0.0,4.808,,,,0.0
4.810,0.24,0.10,-0.03,0.0,4.810,0.34,0.11,0.14,0.0,4.810,0.27,0.10,0.07,0.0,4.810,0.27,0.09,-1.15E-13,0.0
4.812,,,,0.0,4.812,,,,0.0,4.812,,,,0.0,4.812,,,,0.0
4.814,,,,0.0,4.814,,,,0.0,4.814,,,,0.0,4.814,,,,0.0
4.816,,,,0.0,4.816,,,,0.0,4.816,,,,0.0,4.816,,,,0.0
4.818,,,,0.0,4.818,,,,0.0,4.818,,,,0.0,4.818,,,,0.0
4.820,0.24,0.10,-0.13,0.0,4.820,0.35,0.13,0.17,0.0,4.820,0.27,0.10,-0.05,0.0,4.820,0.27,0.09,2.29E-14,0.0
4.822,,,,0.0,4.822,,,,0.0,4.822,,,,0.0,4.822,,,,0.0
4.824,,,,0.0,4.824,,,,0.0,4.824,,,,0.0,4.824,,,,0.0
4.826,,,,0.0,4.826,,,,0.0,4.826,,,,0.0,4.826,,,,0.0
4.828,,,,0.0,4.828,,,,0.0,4.828,,,,0.0,4.828,,,,0.0
4.830,0.24,0.10,-0.21,0.0,4.830,0.35,0.13,0.03,0.0,4.830,0.27,0.10,-0.08,0.0,4.830,0.27,0.09,-0.01,0.0
4.832,,,,0.0,4.832,,,,0.0,4.832,,,,0.0,4.832,,,,0.0
4.834,,,,0.0,4.834,,,,0.0,4.834,,,,0.0,4.834,,,,0.0
4.836,,,,0.0,4.836,,,,0.0,4.836,,,,0.0,4.836,,,,0.0
4.838,,,,0.0,4.838,,,,0.0,4.838,,,,0.0,4.838,,,,0.0
4.840,0.24,0.10,-0.13,0.0,4.840,0.35,0.12,-0.15,0.0,4.840,0.27,0.10,0.08,0.0,4.840,0.27,0.09,0.04,0.0
4.842,,,,0.0,4.842,,,,0.0,4.842,,,,0.0,4.842,,,,0.0
4.844,,,,0.0,4.844,,,,0.0,4.844,,,,0.0,4.844,,,,0.0
4.846,,,,0.0,4.846,,,,0.0,4.846,,,,0.0,4.846,,,,0.0
4.848,,,,0.0,4.848,,,,0.0,4.848,,,,0.0,4.848,,,,0.0
4.850,0.24,0.10,0.09,0.0,4.850,0.35,0.12,-0.13,0.0,4.850,0.27,0.10,0.20,0.0,4.850,0.27,0.09,0.10,0.0
4.852,,,,0.0,4.852,,,,0.0,4.852,,,,0.0,4.852,,,,0.0
4.854,,,,0.0,4.854,,,,0.0,4.854,,,,0.0,4.854,,,,0.0
4.856,,,,0.0,4.856,,,,0.0,4.856,,,,0.0,4.856,,,,0.0
4.858,,,,0.0,4.858,,,,0.0,4.858,,,,0.0,4.858,,,,0.0
4.860,0.24,0.10,0.17,0.0,4.860,0.35,0.12,0.05,0.0,4.860,0.28,0.10,0.16,0.0,4.860,0.27,0.10,0.11,0.0
4.862,,,,0.0,4.862,,,,0.0,4.862,,,,0.0,4.862,,,,0.0
4.864,,,,0.0,4.864,,,,0.0,4.864,,,,0.0,4.864,,,,0.0
4.866,,,,0.0,4.866,,,,0.0,4.866,,,,0.0,4.866,,,,0.0
4.868,,,,0.0,4.868,,,,0.0,4.868,,,,0.0,4.868,,,,0.0
4.870,0.25,0.10,0.03,0.0,4.870,0.35,0.12,0.06,0.0,4.870,0.28,0.10,0.06,0.0,4.870,0.28,0.10,0.06,0.0
4.872,,,,0.0,4.872,,,,0.0,4.872,,,,0.0,4.872,,,,0.0
4.874,,,,0.0,4.874,,,,0.0,4.874,,,,0.0,4.874,,,,0.0
4.876,,,,0.0,4.876,,,,0.0,4.876,,,,0.0,4.876,,,,0.0
4.878,,,,0.0,4.878,,,,0.0,4.878,,,,0.0,4.878,,,,0.0
4.880,0.25,0.10,-0.15,0.0,4.880,0.36,0.13,-0.01,0.0,4.880,0.28,0.10,6.80E-14,0.0,4.880,0.28,0.10,6.25E-14,0.0
4.882,,,,0.0,4.882,,,,0.0,4.882,,,,0.0,4.882,,,,0.0
4.884,,,,0.0,4.884,,,,0.0,4.884,,,,0.0,4.884,,,,0.0
4.886,,,,0.0,4.886,,,,0.0,4.886,,,,0.0,4.886,,,,0.0
4.888,,,,0.0,4.888,,,,0.0,4.888,,,,0.0,4.888,,,,0.0
4.890,0.25,0.10,-0.12,0.0,4.890,0.35,0.12,0.05,0.0,4.890,0.28,0.10,0.00,0.0,4.890,0.28,0.10,7.22E-14,0.0
4.892,,,,0.0,4.892,,,,0.0,4.892,,,,0.0,4.892,,,,0.0
4.894,,,,0.0,4.894,,,,0.0,4.894,,,,0.0,4.894,,,,0.0
4.896,,,,0.0,4.896,,,,0.0,4.896,,,,0.0,4.896,,,,0.0
4.898,,,,0.0,4.898,,,,0.0,4.898,,,,0.0,4.898,,,,0.0
4.900,0.25,0.10,0.05,0.0,4.900,0.36,0.11,0.07,0.0,4.900,0.28,0.10,-1.23E-13,0.0,4.900,0.28,0.10,4.65E-14,0.0
4.902,,,,0.0,4.902,,,,0.0,4.902,,,,0.0,4.902,,,,0.0
4.904,,,,0.0,4.904,,,,0.0,4.904,,,,0.0,4.904,,,,0.0
4.906,,,,0.0,4.906,,,,0.0,4.906,,,,0.0,4.906,,,,0.0
4.908,,,,0.0,4.908,,,,0.0,4.908,,,,0.0,4.908,,,,0.0
4.910,0.25,0.10,0.07,0.0,4.910,0.36,0.13,-0.02,0.0,4.910,0.28,0.10,-8.40E-14,0.0,4.910,0.28,0.10,1.03E-13,0.0
4.912,,,,0.0,4.912,,,,0.0,4.912,,,,0.0,4.912,,,,0.0
4.914,,,,0.0,4.914,,,,0.0,4.914,,,,0.0,4.914,,,,0.0
4.916,,,,0.0,4.916,,,,0.0,4.916,,,,0.0,4.916,,,,0.0
4.918,,,,0.0,4.918,,,,0.0,4.918,,,,0.0,4.918,,,,0.0
4.920,0.25,0.10,-0.05,0.0,4.920,0.36,0.12,-0.18,0.0,4.920,0.28,0.10,8.40E-14,0.0,4.920,0.28,0.10,1.74E-13,0.0
4.922,,,,0.0,4.922,,,,0.0,4.922,,,,0.0,4.922,,,,0.0
4.924,,,,0.0,4.924,,,,0.0,4.924,,,,0.0,4.924,,,,0.0
4.926,,,,0.0,4.926,,,,0.0,4.926,,,,0.0,4.926,,,,0.0
4.928,,,,0.0,4.928,,,,0.0,4.928,,,,0.0,4.928,,,,0.0
4.930,0.25,0.10,-0.08,0.0,4.930,0.36,0.11,-0.29,0.0,4.930,0.28,0.10,1.22E-13,0.0,4.930,0.28,0.10,-0.01,0.0
4.932,,,,0.0,4.932,,,,0.0,4.932,,,,0.0,4.932,,,,0.0
4.934,,,,0.0,4.934,,,,0.0,4.934,,,,0.0,4.934,,,,0.0
4.936,,,,0.0,4.936,,,,0.0,4.936,,,,0.0,4.936,,,,0.0
4.938,,,,0.0,4.938,,,,0.0,4.938,,,,0.0,4.938,,,,0.0
